text,tokens,ner_tags
"Mr. Rajesh Kumar, a male resident of Aldur, uses the email indianindian208@suta.in, and his bank information includes IFSC code YESB0763363 and ATM card number 50786592048552708 with CVV 747.","['Mr.', 'Rajesh', 'Kumar', ',', 'a', 'male', 'resident', 'of', 'Aldur', ',', 'uses', 'the', 'email', 'indianindian208@suta.in', ',', 'and', 'his', 'bank', 'information', 'includes', 'IFSC', 'code', 'YESB0763363', 'and', 'ATM', 'card', 'number', '50786592048552708', 'with', 'CVV', '747', '.']","['O', 'B-NAME', 'I-NAME', 'O', 'O', 'B-GENDER', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'O', 'B-EMAIL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-BANKIFSC', 'O', 'O', 'O', 'O', 'B-CARDNUMBER', 'O', 'O', 'B-CVV', 'O']"
"Inder Dutt, a male Indian national residing in Ale, possesses a driver's license MZ62 20138515974, and his bank account 59621342073 is linked to his email mf61@gmail.com.","['Inder', 'Dutt', ',', 'a', 'male', 'Indian', 'national', 'residing', 'in', 'Ale', ',', 'possesses', 'a', ""driver's"", 'license', 'MZ62', '20138515974', ',', 'and', 'his', 'bank', 'account', '59621342073', 'is', 'linked', 'to', 'his', 'email', 'mf61@gmail.com', '.']","['B-NAME', 'I-NAME', 'O', 'O', 'B-GENDER', 'B-NATIONALITY', 'I-NATIONALITY', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'O', 'O', 'B-LICENSE', 'I-LICENSE', 'O', 'O', 'O', 'O', 'O', 'B-ACCOUNTNUMBER', 'O', 'O', 'O', 'O', 'O', 'B-EMAIL', 'O']"
"The Indian passport holder, residing in Alegaon city, whose voter ID is NWL4301539 and date of birth is 07-01-1968, uses ATM card number 55210074707102666.","['The', 'Indian', 'passport', 'holder', ',', 'residing', 'in', 'Alegaon', 'city', ',', 'whose', 'voter', 'ID', 'is', 'NWL4301539', 'and', 'date', 'of', 'birth', 'is', '07-01-1968', ',', 'uses', 'ATM', 'card', 'number', '55210074707102666']","['O', 'B-NATIONALITY', 'O', 'O', 'O', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'O', 'O', 'O', 'B-VOTER', 'O', 'O', 'O', 'O', 'O', 'B-DOB', 'O', 'O', 'O', 'O', 'O', 'B-CARDNUMBER']"
The PAN number KWYVV8397Q belongs to a male whose date of birth is 12/10/1967 and passport number is Y58 97693; his bank uses IFSC code PNB0461638.,"['The', 'PAN', 'number', 'KWYVV8397Q', 'belongs', 'to', 'a', 'male', 'whose', 'date', 'of', 'birth', 'is', '12/10/1967', 'and', 'passport', 'number', 'is', 'Y58', '97693', ';', 'his', 'bank', 'uses', 'IFSC', 'code', 'PNB0461638']","['O', 'O', 'O', 'B-PAN', 'O', 'O', 'O', 'B-GENDER', 'O', 'O', 'O', 'O', 'O', 'B-DOB', 'O', 'O', 'O', 'O', 'B-PASSPORT', 'I-PASSPORT', 'O', 'O', 'O', 'O', 'O', 'O', 'B-BANKIFSC']"
"The Indian citizen, residing in Aleru city, with aadhar number 514174374150, holds a driving license PY-7520045912570 and uses bank account 198618930587 with IFSC code PNB0776005.","['The', 'Indian', 'citizen', ',', 'residing', 'in', 'Aleru', 'city', ',', 'with', 'aadhar', 'number', '514174374150', ',', 'holds', 'a', 'driving', 'license', 'PY-7520045912570', 'and', 'uses', 'bank', 'account', '198618930587', 'with', 'IFSC', 'code', 'PNB0776005', '.']","['O', 'B-NATIONALITY', 'O', 'O', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'O', 'O', 'B-AADHAR', 'O', 'O', 'O', 'O', 'O', 'B-LICENSE', 'O', 'O', 'O', 'O', 'B-ACCOUNTNUMBER', 'O', 'O', 'O', 'B-BANKIFSC', 'O']"
"Gulam Rashul, an Indian national born on 09/07/1983, holds passport E1922993 and drives with license OD77 20171652232, his PAN is FMSEV4536G and uses ATM card ending in 50537 with CVV 165, and his email is indianindian558@classicpolos.com.","['Gulam', 'Rashul', ',', 'an', 'Indian', 'national', 'born', 'on', '09/07/1983', ',', 'holds', 'passport', 'E1922993', 'and', 'drives', 'with', 'license', 'OD77', '20171652232', ',', 'his', 'PAN', 'is', 'FMSEV4536G', 'and', 'uses', 'ATM', 'card', 'ending', 'in', '50537', 'with', 'CVV', '165', ',', 'and', 'his', 'email', 'is', 'indianindian558@classicpolos.com']","['B-NAME', 'I-NAME', 'O', 'O', 'B-NATIONALITY', 'O', 'O', 'O', 'B-DOB', 'O', 'O', 'O', 'B-PASSPORT', 'O', 'O', 'O', 'O', 'B-LICENSE', 'I-LICENSE', 'O', 'O', 'O', 'O', 'B-PAN', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDNUMBER', 'O', 'O', 'B-CVV', 'O', 'O', 'O', 'O', 'O', 'B-EMAIL']"
"Ms. Rekha Patel, a resident of Alewahi, possesses voter ID LOH3385363, bank account 692056378378 linked to YESB0796607, and uses email barjrajshivani401@condorinblu.com.","['Ms.', 'Rekha', 'Patel', ',', 'a', 'resident', 'of', 'Alewahi', ',', 'possesses', 'voter', 'ID', 'LOH3385363', ',', 'bank', 'account', '692056378378', 'linked', 'to', 'YESB0796607', ',', 'and', 'uses', 'email', 'barjrajshivani401@condorinblu.com', '.']","['O', 'B-NAME', 'I-NAME', 'O', 'O', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'O', 'B-VOTER', 'O', 'O', 'O', 'B-ACCOUNTNUMBER', 'O', 'O', 'B-BANKIFSC', 'O', 'O', 'O', 'O', 'B-EMAIL', 'O']"
"Ayush, residing in Algur, possesses voter ID number GXF3683059, passport number P9433041, and driving license number LA-1120073497467, and uses email indianindian660@shriramfinance.in.","['Ayush', ',', 'residing', 'in', 'Algur', ',', 'possesses', 'voter', 'ID', 'number', 'GXF3683059', ',', 'passport', 'number', 'P9433041', ',', 'and', 'driving', 'license', 'number', 'LA-1120073497467', ',', 'and', 'uses', 'email', 'indianindian660@shriramfinance.in', '.']","['B-NAME', 'O', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'O', 'O', 'B-VOTER', 'O', 'O', 'O', 'B-PASSPORT', 'O', 'O', 'O', 'O', 'O', 'B-LICENSE', 'O', 'O', 'O', 'O', 'B-EMAIL', 'O']"
"The Indian citizen, residing in Aliabad, uses the phone number 895 934 3576, has aadhar number 766833297738 and bank IFSC code HDFC0708068.","['The', 'Indian', 'citizen', ',', 'residing', 'in', 'Aliabad', ',', 'uses', 'the', 'phone', 'number', '895', '934', '3576', ',', 'has', 'aadhar', 'number', '766833297738', 'and', 'bank', 'IFSC', 'code', 'HDFC0708068', '.']","['O', 'B-NATIONALITY', 'O', 'O', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'O', 'O', 'B-PHONE', 'I-PHONE', 'I-PHONE', 'O', 'O', 'O', 'O', 'B-AADHAR', 'O', 'O', 'O', 'O', 'B-BANKIFSC', 'O']"
"Sehboob, a male resident of Aliabad Sarai, uses barjrajshivani483@reliableautotech.com and his PAN is WRUSO8192E, his phone number is 85685 56764.","['Sehboob', ',', 'a', 'male', 'resident', 'of', 'Aliabad', 'Sarai', ',', 'uses', 'barjrajshivani483@reliableautotech.com', 'and', 'his', 'PAN', 'is', 'WRUSO8192E', ',', 'his', 'phone', 'number', 'is', '85685', '56764', '.']","['B-NAME', 'O', 'O', 'B-GENDER', 'O', 'O', 'B-CITY', 'I-CITY', 'O', 'O', 'B-EMAIL', 'O', 'O', 'O', 'O', 'B-PAN', 'O', 'O', 'O', 'O', 'O', 'B-PHONE', 'I-PHONE', 'O']"
"The Indian citizen, whose passport number is C5363778, has a bank account 39797519882989 and his phone number is 91 8442125445.","['The', 'Indian', 'citizen', ',', 'whose', 'passport', 'number', 'is', 'C5363778', ',', 'has', 'a', 'bank', 'account', '39797519882989', 'and', 'his', 'phone', 'number', 'is', '91', '8442125445']","['O', 'B-NATIONALITY', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PASSPORT', 'O', 'O', 'O', 'O', 'O', 'B-ACCOUNTNUMBER', 'O', 'O', 'O', 'O', 'O', 'B-PHONE', 'I-PHONE']"
"Manish, an Indian national residing in Alibag, holds passport N81 85719, and his financial information includes PAN HMSIX8102X, voter ID HVP2583054, and ATM card number 50786535582702668 linked to YESB0523714.","['Manish', ',', 'an', 'Indian', 'national', 'residing', 'in', 'Alibag', ',', 'holds', 'passport', 'N81', '85719', ',', 'and', 'his', 'financial', 'information', 'includes', 'PAN', 'HMSIX8102X', ',', 'voter', 'ID', 'HVP2583054', ',', 'and', 'ATM', 'card', 'number', '50786535582702668', 'linked', 'to', 'YESB0523714', '.']","['B-NAME', 'O', 'O', 'B-NATIONALITY', 'I-NATIONALITY', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'B-PASSPORT', 'I-PASSPORT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PAN', 'O', 'O', 'O', 'B-VOTER', 'O', 'O', 'O', 'O', 'O', 'B-CARDNUMBER', 'O', 'O', 'B-BANKIFSC', 'O']"
"The Indian citizen, whose email is mf787@electraev.com, holds a driving license with number BR89 20027496396, and his bank uses IFSC code PNB0438247; his contact number is +918536593099 and his IP address is 144.96.112.90.","['The', 'Indian', 'citizen', ',', 'whose', 'email', 'is', 'mf787@electraev.com', ',', 'holds', 'a', 'driving', 'license', 'with', 'number', 'BR89', '20027496396', ',', 'and', 'his', 'bank', 'uses', 'IFSC', 'code', 'PNB0438247', ';', 'his', 'contact', 'number', 'is', '+918536593099', 'and', 'his', 'IP', 'address', 'is', '144.96.112.90', '.']","['O', 'B-NATIONALITY', 'O', 'O', 'O', 'O', 'O', 'B-EMAIL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LICENSE', 'I-LICENSE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-BANKIFSC', 'O', 'O', 'O', 'O', 'O', 'B-PHONE', 'O', 'O', 'O', 'O', 'O', 'B-IP', 'O']"
"Mr. Rohan Sharma, a male resident of Alidar, possesses Aadhar number 565380561439, and his email is mf510@outshiny.com.","['Mr.', 'Rohan', 'Sharma', ',', 'a', 'male', 'resident', 'of', 'Alidar', ',', 'possesses', 'Aadhar', 'number', '565380561439', ',', 'and', 'his', 'email', 'is', 'mf510@outshiny.com']","['O', 'B-NAME', 'I-NAME', 'O', 'O', 'B-GENDER', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'O', 'B-AADHAR', 'O', 'O', 'O', 'O', 'O', 'B-EMAIL']"
"The Indian citizen, whose voter ID is WJO6243898, holds a bank account 1051513380305 with IFSC code HDFC0492437 and ATM card number 40327615133803053, CVV 254, and his IP address is 120.226.7.58.","['The', 'Indian', 'citizen', ',', 'whose', 'voter', 'ID', 'is', 'WJO6243898', ',', 'holds', 'a', 'bank', 'account', '1051513380305', 'with', 'IFSC', 'code', 'HDFC0492437', 'and', 'ATM', 'card', 'number', '40327615133803053', ',', 'CVV', '254', ',', 'and', 'his', 'IP', 'address', 'is', '120.226.7.58', '.']","['O', 'B-NATIONALITY', 'O', 'O', 'O', 'O', 'O', 'O', 'B-VOTER', 'O', 'O', 'O', 'O', 'O', 'B-ACCOUNTNUMBER', 'O', 'O', 'O', 'B-BANKIFSC', 'O', 'O', 'O', 'O', 'B-CARDNUMBER', 'O', 'B-CVV', 'B-CVV', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IP', 'O']"
"Rajiv Bagoriya, an Indian national residing in Aligarh, possesses a passport number O92 06574, voter ID RIU5871773, and his bank uses IFSC code YESB0431852.","['Rajiv', 'Bagoriya', ',', 'an', 'Indian', 'national', 'residing', 'in', 'Aligarh', ',', 'possesses', 'a', 'passport', 'number', 'O92', '06574', ',', 'voter', 'ID', 'RIU5871773', ',', 'and', 'his', 'bank', 'uses', 'IFSC', 'code', 'YESB0431852', '.']","['B-NAME', 'I-NAME', 'O', 'O', 'B-NATIONALITY', 'O', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'O', 'O', 'B-PASSPORT', 'I-PASSPORT', 'O', 'O', 'O', 'B-VOTER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-BANKIFSC', 'O']"
"The Indian passport holder, Rajesh Kumar, residing in Aliguda city, uses the bank IFSC code KARB0926118 and his aadhar number is 272687109351, while his PAN is WXJFK3837Y.","['The', 'Indian', 'passport', 'holder', ',', 'Rajesh', 'Kumar', ',', 'residing', 'in', 'Aliguda', 'city', ',', 'uses', 'the', 'bank', 'IFSC', 'code', 'KARB0926118', 'and', 'his', 'aadhar', 'number', 'is', '272687109351', ',', 'while', 'his', 'PAN', 'is', 'WXJFK3837Y', '.']","['O', 'B-NATIONALITY', 'O', 'O', 'O', 'B-NAME', 'I-NAME', 'O', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-BANKIFSC', 'O', 'O', 'O', 'O', 'O', 'B-AADHAR', 'O', 'O', 'O', 'O', 'O', 'B-PAN', 'O']"
"The Alika resident, whose voter ID is VDI7821350 and passport number is W58 66525, is an Indian national with phone number +9174574 37416 and aadhar number 203556111833.","['The', 'Alika', 'resident', ',', 'whose', 'voter', 'ID', 'is', 'VDI7821350', 'and', 'passport', 'number', 'is', 'W58', '66525', ',', 'is', 'an', 'Indian', 'national', 'with', 'phone', 'number', '+9174574', '37416', 'and', 'aadhar', 'number', '203556111833']","['O', 'B-CITY', 'O', 'O', 'O', 'O', 'O', 'O', 'B-VOTER', 'O', 'O', 'O', 'O', 'B-PASSPORT', 'I-PASSPORT', 'O', 'O', 'O', 'B-NATIONALITY', 'O', 'O', 'O', 'O', 'B-PHONE', 'I-PHONE', 'O', 'O', 'O', 'B-AADHAR']"
"Devender Singh, an Indian national residing in Utsa, holds passport number U19 03285, and his ATM card number is 40001626699401631.","['Devender', 'Singh', ',', 'an', 'Indian', 'national', 'residing', 'in', 'Utsa', ',', 'holds', 'passport', 'number', 'U19', '03285', ',', 'and', 'his', 'ATM', 'card', 'number', 'is', '40001626699401631', '.']","['B-NAME', 'I-NAME', 'O', 'O', 'B-NATIONALITY', 'I-NATIONALITY', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'O', 'B-PASSPORT', 'I-PASSPORT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDNUMBER', 'O']"
"Azruddin, a resident of Alikhen, possesses passport number O2543474, and his financial information includes PAN number ORDTM4105J and bank IFSC code IDIB0121569, along with ATM card number 43280824269569699 and email address indianindian153@gmail.com.","['Azruddin', ',', 'a', 'resident', 'of', 'Alikhen', ',', 'possesses', 'passport', 'number', 'O2543474', ',', 'and', 'his', 'financial', 'information', 'includes', 'PAN', 'number', 'ORDTM4105J', 'and', 'bank', 'IFSC', 'code', 'IDIB0121569', ',', 'along', 'with', 'ATM', 'card', 'number', '43280824269569699', 'and', 'email', 'address', 'indianindian153@gmail.com', '.']","['B-NAME', 'O', 'O', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'O', 'B-PASSPORT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PAN', 'O', 'O', 'O', 'O', 'B-BANKIFSC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDNUMBER', 'O', 'O', 'O', 'B-EMAIL', 'O']"
"Sanjay Kumar, residing in Ali Khera, uses barjrajshivani854@startv.com and 08337756020, his Voter ID is MBW8564780 and his bank account number is 66355718354085.","['Sanjay', 'Kumar', ',', 'residing', 'in', 'Ali', 'Khera', ',', 'uses', 'barjrajshivani854@startv.com', 'and', '08337756020', ',', 'his', 'Voter', 'ID', 'is', 'MBW8564780', 'and', 'his', 'bank', 'account', 'number', 'is', '66355718354085']","['B-NAME', 'I-NAME', 'O', 'O', 'O', 'B-CITY', 'I-CITY', 'O', 'O', 'B-EMAIL', 'O', 'B-PHONE', 'O', 'O', 'B-VOTER', 'O', 'O', 'B-VOTER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ACCOUNTNUMBER']"
"The passport number V78 09488 belongs to a male, born on 10-06-2005, residing in Alikher, whose aadhar number is 992882030720 and bank IFSC code is PNB0084846.","['The', 'passport', 'number', 'V78', '09488', 'belongs', 'to', 'a', 'male', ',', 'born', 'on', '10-06-2005', ',', 'residing', 'in', 'Alikher', ',', 'whose', 'aadhar', 'number', 'is', '992882030720', 'and', 'bank', 'IFSC', 'code', 'is', 'PNB0084846', '.']","['O', 'O', 'O', 'B-PASSPORT', 'I-PASSPORT', 'O', 'O', 'O', 'B-GENDER', 'O', 'O', 'O', 'B-DOB', 'O', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'O', 'O', 'B-AADHAR', 'O', 'O', 'O', 'O', 'O', 'B-BANKIFSC', 'O']"
"The Indian national, vibhuti shyamal, male, born on 07/08/2015, holds Voter ID BLM1160082, and his bank account 8321582806179 is linked to his ATM card 40265315828061794.","['The', 'Indian', 'national', ',', 'vibhuti', 'shyamal', ',', 'male', ',', 'born', 'on', '07/08/2015', ',', 'holds', 'Voter', 'ID', 'BLM1160082', ',', 'and', 'his', 'bank', 'account', '8321582806179', 'is', 'linked', 'to', 'his', 'ATM', 'card', '40265315828061794', '.']","['O', 'B-NATIONALITY', 'O', 'O', 'B-NAME', 'I-NAME', 'O', 'B-GENDER', 'O', 'O', 'O', 'B-DOB', 'O', 'O', 'B-VOTER', 'O', 'B-VOTER', 'O', 'O', 'O', 'O', 'B-ACCOUNTNUMBER', 'B-ACCOUNTNUMBER', 'O', 'O', 'O', 'O', 'O', 'B-CARDNUMBER', 'B-CARDNUMBER', 'O']"
"Inderjeet, a male citizen, uses Voter ID number MHF8293751, passport U52 59385, and driving license PY-6420107666442; his bank details include IFSC code KARB0362556 and ATM card number 53915037658333401, frequently accessing online banking from IP address 130.76.218.152.","['Inderjeet', ',', 'a', 'male', 'citizen', ',', 'uses', 'Voter', 'ID', 'number', 'MHF8293751', ',', 'passport', 'U52', '59385', ',', 'and', 'driving', 'license', 'PY-6420107666442', ';', 'his', 'bank', 'details', 'include', 'IFSC', 'code', 'KARB0362556', 'and', 'ATM', 'card', 'number', '53915037658333401', ',', 'frequently', 'accessing', 'online', 'banking', 'from', 'IP', 'address', '130.76.218.152', '.']","['B-NAME', 'O', 'O', 'B-GENDER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-VOTER', 'O', 'O', 'B-PASSPORT', 'I-PASSPORT', 'O', 'O', 'O', 'O', 'B-LICENSE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-BANKIFSC', 'O', 'O', 'O', 'O', 'B-CARDNUMBER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IP', 'O']"
"The Indian citizen, residing in Alinagar, whose date of birth is 01-01-2023, has a mobile number +919857129515.","['The', 'Indian', 'citizen,', 'residing', 'in', 'Alinagar,', 'whose', 'date', 'of', 'birth', 'is', '01-01-2023,', 'has', 'a', 'mobile', 'number', '+919857129515']","['O', 'B-NATIONALITY', 'O', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'O', 'O', 'B-DOB', 'O', 'O', 'O', 'O', 'B-PHONE']"
"The Indian male citizen, Mr. Rohan Sharma, holds voter ID JUO7128963 and driving license CH42 20064231448, his ATM card number is 40001683515176384 and frequently uses IP address 237.91.54.243.","['The', 'Indian', 'male', 'citizen', ',', 'Mr.', 'Rohan', 'Sharma', ',', 'holds', 'voter', 'ID', 'JUO7128963', 'and', 'driving', 'license', 'CH42', '20064231448', ',', 'his', 'ATM', 'card', 'number', 'is', '40001683515176384', 'and', 'frequently', 'uses', 'IP', 'address', '237.91.54.243', '.']","['O', 'B-NATIONALITY', 'B-GENDER', 'O', 'O', 'O', 'B-NAME', 'I-NAME', 'O', 'O', 'O', 'O', 'B-VOTER', 'O', 'O', 'O', 'B-LICENSE', 'I-LICENSE', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDNUMBER', 'O', 'O', 'O', 'O', 'O', 'B-IP', 'O']"
"Mr. Rohan Sharma, an Indian male citizen residing in Alipore, possesses a driving license KA23 20138126699, bank account number 70160797528945, and ATM card 53915007975289453, his IP address is 61.25.184.217 and phone number is +918382070414.","['Mr.', 'Rohan', 'Sharma', ',', 'an', 'Indian', 'male', 'citizen', 'residing', 'in', 'Alipore', ',', 'possesses', 'a', 'driving', 'license', 'KA23', '20138126699', ',', 'bank', 'account', 'number', '70160797528945', ',', 'and', 'ATM', 'card', '53915007975289453', ',', 'his', 'IP', 'address', 'is', '61.25.184.217', 'and', 'phone', 'number', 'is', '+918382070414']","['O', 'B-NAME', 'I-NAME', 'O', 'O', 'B-NATIONALITY', 'B-GENDER', 'O', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'O', 'O', 'B-LICENSE', 'I-LICENSE', 'O', 'O', 'O', 'O', 'B-ACCOUNTNUMBER', 'O', 'O', 'O', 'O', 'B-CARDNUMBER', 'O', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'O', 'O', 'B-PHONE']"
"Rajkumar, a male resident of Alipukur, has an Aadhar number 121847944049, PAN UXQRQ6697N, and email mf855@taruntahiliani.com.","['Rajkumar', ',', 'a', 'male', 'resident', 'of', 'Alipukur', ',', 'has', 'an', 'Aadhar', 'number', '121847944049', ',', 'PAN', 'UXQRQ6697N', ',', 'and', 'email', 'mf855@taruntahiliani.com']","['B-NAME', 'O', 'O', 'B-GENDER', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'O', 'O', 'B-AADHAR', 'O', 'O', 'B-PAN', 'O', 'O', 'O', 'B-EMAIL']"
"Neeraj Kandari, a male Indian national residing in Alipura, possesses passport number T8068082 and Aadhar number 204550692618.","['Neeraj', 'Kandari', ',', 'a', 'male', 'Indian', 'national', 'residing', 'in', 'Alipura', ',', 'possesses', 'passport', 'number', 'T8068082', 'and', 'Aadhar', 'number', '204550692618', '.']","['B-NAME', 'I-NAME', 'O', 'O', 'B-GENDER', 'B-NATIONALITY', 'I-NATIONALITY', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'O', 'B-PASSPORT', 'O', 'O', 'O', 'B-AADHAR', 'O']"
"Mukul Verma, an Indian national, holds passport number U94 19671, Aadhar number 411510979605, and driving license CG-1420162583332, his CVV is 189.","['Mukul', 'Verma', ',', 'an', 'Indian', 'national', ',', 'holds', 'passport', 'number', 'U94', '19671', ',', 'Aadhar', 'number', '411510979605', ',', 'and', 'driving', 'license', 'CG-1420162583332', ',', 'his', 'CVV', 'is', '189', '.']","['B-NAME', 'I-NAME', 'O', 'O', 'B-NATIONALITY', 'O', 'O', 'O', 'O', 'O', 'B-PASSPORT', 'I-PASSPORT', 'O', 'O', 'O', 'B-AADHAR', 'O', 'O', 'O', 'O', 'B-LICENSE', 'O', 'O', 'O', 'O', 'B-CVV', 'O']"
"Mukul Verma's passport number is Z6094689, his bank account number is 793482434572 with IFSC code KARB0527402, and his phone number is +9189697 92247.","['Mukul', 'Verma', ""'s"", 'passport', 'number', 'is', 'Z6094689', ',', 'his', 'bank', 'account', 'number', 'is', '793482434572', 'with', 'IFSC', 'code', 'KARB0527402', ',', 'and', 'his', 'phone', 'number', 'is', '+9189697', '92247', '.']","['B-NAME', 'I-NAME', 'O', 'O', 'O', 'O', 'B-PASSPORT', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ACCOUNTNUMBER', 'O', 'O', 'O', 'B-BANKIFSC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PHONE', 'I-PHONE', 'O']"
"The Indian citizen, Mr. Rajesh Kumar, residing in Alipur Duars, holds passport number Z9037149 and has a voter ID JNM2258242, his aadhar number is 633580722737.","['The', 'Indian', 'citizen', ',', 'Mr.', 'Rajesh', 'Kumar', ',', 'residing', 'in', 'Alipur', 'Duars', ',', 'holds', 'passport', 'number', 'Z9037149', 'and', 'has', 'a', 'voter', 'ID', 'JNM2258242', ',', 'his', 'aadhar', 'number', 'is', '633580722737', '.']","['O', 'B-NATIONALITY', 'O', 'O', 'O', 'B-NAME', 'I-NAME', 'O', 'O', 'O', 'B-CITY', 'I-CITY', 'O', 'O', 'O', 'O', 'B-PASSPORT', 'O', 'O', 'O', 'O', 'O', 'B-VOTER', 'O', 'O', 'O', 'O', 'O', 'B-AADHAR', 'O']"
"Ms. Priya Sharma, a resident of Bangalore, possesses passport number N47 29385, driving license PB10 20171001592, and bank account number 0528986327342.","['Ms.', 'Priya', 'Sharma', ',', 'a', 'resident', 'of', 'Bangalore', ',', 'possesses', 'passport', 'number', 'N47', '29385', ',', 'driving', 'license', 'PB10', '20171001592', ',', 'and', 'bank', 'account', 'number', '0528986327342']","['O', 'B-NAME', 'I-NAME', 'O', 'O', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'O', 'B-PASSPORT', 'I-PASSPORT', 'O', 'O', 'O', 'B-LICENSE', 'I-LICENSE', 'O', 'O', 'O', 'O', 'O', 'B-ACCOUNTNUMBER']"
"Indian citizen Jai Prakash Kashyap, residing in Mumbai, holds passport number D9370684 and has an active bank account linked to IFSC code YESB0742165, and his PAN number is PRJRZ7736T.","['Indian', 'citizen', 'Jai', 'Prakash', 'Kashyap', ',', 'residing', 'in', 'Mumbai', ',', 'holds', 'passport', 'number', 'D9370684', 'and', 'has', 'an', 'active', 'bank', 'account', 'linked', 'to', 'IFSC', 'code', 'YESB0742165', ',', 'and', 'his', 'PAN', 'number', 'is', 'PRJRZ7736T', '.']","['B-NATIONALITY', 'O', 'B-NAME', 'I-NAME', 'I-NAME', 'O', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'O', 'B-PASSPORT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-BANKIFSC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PAN', 'O']"
"Mr. Jai Prakash Kashyap, a male citizen residing in Mumbai, possesses passport number G34 71887, voter ID ZGG4127498, and his email is barjrajshivani672@mirraw.com.","['Mr.', 'Jai', 'Prakash', 'Kashyap', ',', 'a', 'male', 'citizen', 'residing', 'in', 'Mumbai', ',', 'possesses', 'passport', 'number', 'G34', '71887', ',', 'voter', 'ID', 'ZGG4127498', ',', 'and', 'his', 'email', 'is', 'barjrajshivani672@mirraw.com']","['O', 'B-NAME', 'I-NAME', 'I-NAME', 'O', 'O', 'B-GENDER', 'O', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'O', 'B-PASSPORT', 'I-PASSPORT', 'O', 'O', 'O', 'B-VOTER', 'O', 'O', 'O', 'O', 'O', 'B-EMAIL']"
"The Indian citizen, residing in Aliyabad, whose passport number is P8391189 and voter ID is UKU8444479, has a bank account number 5616177774849 with IFSC code YESB0711252 and can be contacted at 918425510786 or barjrajshivani873@gmail.com.","['The', 'Indian', 'citizen', ',', 'residing', 'in', 'Aliyabad', ',', 'whose', 'passport', 'number', 'is', 'P8391189', 'and', 'voter', 'ID', 'is', 'UKU8444479', ',', 'has', 'a', 'bank', 'account', 'number', '5616177774849', 'with', 'IFSC', 'code', 'YESB0711252', 'and', 'can', 'be', 'contacted', 'at', '918425510786', 'or', 'barjrajshivani873@gmail.com', '.']","['O', 'B-NATIONALITY', 'O', 'O', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'O', 'O', 'B-PASSPORT', 'O', 'O', 'O', 'O', 'B-VOTER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ACCOUNTNUMBER', 'O', 'O', 'O', 'B-BANKIFSC', 'O', 'O', 'O', 'O', 'O', 'B-PHONE', 'O', 'B-EMAIL', 'O']"
